mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,zcr,rms,centroid,bandwidth,rolloff,label
-226.40492,124.50232,-40.651707,13.725125,-5.98259,-14.133959,-18.312056,-18.1004,-11.308391,-3.8648036,-10.024091,-14.020401,-1.7927611,0.09443959793173598,0.088758014,1329.4485853273793,1211.6794540686053,2409.2732820976494,dictation
-226.34212,136.8929,-29.39975,-0.09389664,-30.435745,-18.012497,-22.907152,-9.373507,-11.883094,-9.300802,-3.2115397,-12.188171,-7.2197595,0.09536277641684322,0.0937564,1265.3026523879907,1206.6169245432218,2359.5074152542375,dictation
-235.12482,109.62571,-19.056717,20.532473,-8.327689,-15.415829,-19.554731,-18.225647,-10.302216,-8.98602,-5.757765,-8.952286,-6.873012,0.11890544850161987,0.07999419,1534.3478753880906,1387.203793034722,2797.38120950324,dictation
-371.8393,129.07556,-13.776201,21.510717,-7.3290024,-28.227764,-14.808019,-11.508098,-14.073007,-8.280491,0.25447804,-16.521526,-5.8461103,0.09967753608819797,0.028166126,1283.455274621002,1288.075396858215,2331.7338197969543,dictation
-215.6787,113.32962,-39.204433,13.600292,-1.0334978,-14.953122,-12.835276,-11.393083,-10.781011,-7.711371,-6.8578577,-15.756622,-5.824763,0.11220728101023018,0.09755603,1496.6426288894838,1302.8790565963907,2709.958439897698,dictation
-244.85825,121.94591,-9.882927,15.321999,0.11831451,-27.527546,-12.731983,-12.881512,-14.335281,0.3750265,-8.756184,-6.3242917,-7.4866776,0.08726283482142858,0.095652804,1250.4648038733567,1320.8095927818867,2360.576105442177,dictation
-245.87387,117.88876,-27.761625,18.748749,-9.821949,-13.483672,-16.82548,-17.503607,-6.797627,-9.251884,-7.4847536,-9.172973,-7.7280426,0.10683616148222477,0.07763048,1416.9189182084317,1290.554129669925,2589.431622706422,dictation
-246.87692,121.22354,-26.60622,12.683505,-7.8407,-14.294429,-14.218914,-19.671616,-11.002058,-5.2091537,-10.869883,-7.9750767,-7.96638,0.09253414093501984,0.07783242,1292.172993058985,1286.3575322402123,2367.8385416666665,dictation
-192.17561,115.06487,-7.9225497,25.52463,-1.0730622,0.36738634,-11.149916,-7.445265,-18.603313,3.5459723,-4.3178487,0.77287513,-4.0441723,0.0966772026081425,0.08393003,1422.9883996815092,1520.1788571800587,2830.6496501272263,dictation
-255.8627,109.01482,-10.887099,14.114973,-15.968021,-34.76526,-15.58956,-22.915144,-14.724988,2.9639695,-11.418826,-8.547999,-13.174137,0.09393780048076923,0.10017698,1315.151506844127,1382.6454898017826,2499.3155715811968,dictation
-393.64893,138.30486,-13.013927,8.426798,-2.8514397,-21.783035,-16.698877,-12.635775,-2.5774252,-10.356044,-2.9207602,-12.806498,-9.400782,0.09981434581043956,0.020416511,1289.4132663066662,1290.289270311735,2251.888736263736,dictation
-237.60658,124.74622,-27.66625,12.098204,-9.060279,-11.512785,-17.335814,-19.064848,-9.697411,-7.0301166,-10.241069,-5.7165217,-8.422118,0.09202268674924925,0.076746665,1288.584845514096,1301.121064078806,2414.508258258258,dictation
-230.56418,131.26228,-25.260965,-4.5262766,-25.079807,-15.181253,-17.132998,-6.2071943,-13.286188,-9.379454,-5.317003,-12.385864,-9.058756,0.1198211669921875,0.07333373,1508.8233360177592,1385.6486762140369,2864.2578125,dictation
-187.4529,98.56075,4.977926,31.374418,-5.2535057,-1.2864323,-8.259969,-6.027745,-16.093327,3.3117855,-4.86978,0.37158787,-4.668039,0.120703125,0.076235294,1687.422916448291,1665.8680879575006,3330.0,dictation
-240.63147,115.133835,-22.181044,22.210314,-5.857571,-16.273405,-19.050146,-16.432362,-10.144975,-10.292954,-8.342369,-7.541304,-9.6222515,0.09885899182561309,0.07831159,1374.957778753509,1336.831395709411,2623.424727520436,dictation
-196.34776,119.558624,-31.319065,15.607362,-22.889877,-17.513618,-24.407557,-7.3807154,-19.0019,-9.247802,-2.0495596,-11.63476,-5.8084135,0.08476773268884892,0.1038119,1317.8085655393077,1366.53201717454,2579.361510791367,dictation
-199.45113,101.286156,-36.78103,18.385193,-2.269701,-16.114431,-13.663298,-9.2005005,-12.826816,-9.993883,-8.10582,-18.614508,-5.387188,0.12054494938380282,0.116904095,1604.5042053437219,1394.4637253752887,2949.6919014084506,dictation
-219.79448,122.500465,-3.970708,28.979944,1.3267237,-1.2877792,-7.5853167,-6.6720486,-16.133814,0.31479636,-8.704675,3.0090463,-6.8476176,0.08787775432454695,0.06427479,1321.7454795291842,1484.8562309680142,2650.7156095551895,dictation
-182.786,118.68314,-45.995884,14.770896,-32.36179,-6.0149083,-26.962452,-7.338059,-14.288151,-6.2309523,-2.5477612,-11.943017,-6.025259,0.09234864792956657,0.11129274,1373.4982772320786,1287.4252707209714,2543.561339009288,dictation
-274.437,115.824425,5.078513,15.8719015,-11.999383,-29.068985,-6.483877,-15.82928,-16.660797,3.7888427,-9.966988,-7.676634,-12.862371,0.10053685102513228,0.08121156,1333.5500597552118,1388.0032289945711,2422.453703703704,dictation
-240.96382,114.74634,-6.584486,20.566923,-6.191595,-29.153152,-7.8995757,-13.215102,-16.831316,1.361157,-8.902715,-6.964883,-7.591974,0.09253408394607843,0.09634266,1350.489825321042,1388.1601523380907,2595.0674019607845,dictation
-179.66748,117.57509,-6.9665995,22.961243,-4.5695915,-2.7848127,-13.759062,-7.7384167,-17.58796,3.7397923,-5.7854767,2.392232,-5.1025214,0.10621190333104395,0.08811345,1456.7956104255984,1485.9881902934812,2793.440934065934,dictation
-271.14316,95.58394,-30.564419,18.921825,-6.5268154,-15.826134,-20.909115,-15.465118,-12.584508,-10.934716,-15.8740835,-17.782757,-1.6754541,0.10506345250923645,0.06645336,1532.2153684367736,1474.1098351408461,2915.813577586207,dictation
-220.46194,113.742096,-37.85481,16.99504,-0.7255036,-17.312038,-14.7423525,-11.102397,-14.3160715,-8.52029,-5.1326156,-15.309141,-4.30776,0.11056974943693694,0.09611635,1466.730686246954,1288.5089234169393,2679.6030405405404,dictation
-227.74585,112.66258,-25.635872,19.051424,-10.716108,-6.8574457,-13.548297,-22.089062,-9.804281,-8.890996,-9.163279,-12.209384,-6.5152617,0.11521761477402746,0.0817546,1460.3204749445126,1340.3963081498118,2688.2151029748284,dictation
-222.12984,123.22022,-21.238514,13.815015,-11.852202,-5.693874,-12.919783,-20.569143,-8.329588,-8.004747,-8.585476,-12.90094,-6.130986,0.1052151758114374,0.08749379,1352.8416678782226,1280.4323176971857,2450.6375579598143,dictation
-226.14354,125.76271,-30.954832,14.4987135,-13.948035,-7.0655413,-13.808726,-23.805906,-9.227587,-10.146162,-8.026228,-12.465415,-6.5181575,0.11150192002118645,0.08479744,1396.1157045568234,1237.0935619443233,2483.536370056497,dictation
-217.73204,132.52635,-38.330456,-6.229398,-31.490955,-23.166521,-27.659985,-13.177423,-13.959469,-13.310157,-4.902488,-16.584614,-10.169486,0.0971135713693634,0.09751208,1278.6170732335092,1207.7354489512593,2366.7937665782492,dictation
-202.9299,113.58315,-2.5100958,32.26308,0.038505305,-0.6331986,-10.898981,-9.078173,-15.948002,-0.6460189,-7.3070545,0.5654845,-4.3178816,0.10126907276995305,0.07054014,1457.5341165155305,1521.6460098898754,2871.9923708920187,dictation
-388.40213,127.039406,-5.5424166,13.08991,-4.6858087,-19.752161,-10.275323,-11.424658,-3.64394,-12.383951,-5.920998,-13.156441,-10.104251,0.10634633657094594,0.01809087,1424.7314448616628,1469.1503408085546,2701.224662162162,dictation
-238.96246,119.14062,-27.62841,12.7149935,-3.8862965,-16.84366,-16.21599,-18.181133,-12.668066,-5.2564187,-10.324969,-8.798945,-6.587513,0.09692750863693467,0.078212544,1337.095334596562,1333.4718316100882,2507.871388190955,dictation
-272.568,115.173546,-15.457781,14.935195,-5.794882,-6.861234,-12.993821,-13.83575,-13.296368,-3.046083,-12.285006,-13.196606,-4.493769,0.09415511246565934,0.056921415,1422.7501557216733,1419.9931916919759,2744.4196428571427,dictation
-239.13312,102.63561,-25.066845,21.2141,-12.276215,-6.37897,-16.218697,-23.125017,-12.368824,-12.738972,-9.002735,-10.521732,-5.6184726,0.13218134099786932,0.07871855,1574.3208668579107,1420.0794402169477,2955.1225142045455,dictation
-195.33228,105.40555,-32.534637,18.131554,-2.6637151,-17.682459,-13.862502,-8.6163025,-15.801899,-9.2109,-6.1463814,-15.358233,-3.9927516,0.11289846996191136,0.11053859,1550.5555258433017,1372.792449094409,2837.560595567867,dictation
-378.25296,140.7639,-19.629236,17.419565,-1.3912075,-31.55448,-15.273284,-8.141834,-16.14069,-8.319799,1.1499879,-19.368448,-6.970753,0.08463068525920543,0.027142847,1148.8905788671307,1175.1819075781427,2076.5806686046512,dictation
-236.8316,126.166534,-13.798993,12.686612,-8.903253,-25.944656,-7.6029534,-15.269486,-13.646513,5.724843,-10.63441,-5.110484,-11.285364,0.09346174993434873,0.09791044,1278.5205556010715,1303.783620981148,2366.6130514705883,dictation
-241.12657,114.81262,-24.250845,11.995932,-4.895036,-14.451904,-19.930552,-18.402182,-9.072829,-8.748968,-11.707708,-5.1150436,-8.788811,0.0985792206554878,0.07597696,1360.1362944563286,1377.4265126819512,2554.4254954268295,dictation
-223.95233,107.67917,-22.975836,16.065596,-11.542804,-6.943211,-10.953561,-22.040133,-12.519659,-12.24024,-9.8309555,-12.197677,-8.186719,0.12462297270569621,0.08231916,1507.9281720675162,1380.1111207698257,2805.5775316455697,dictation
-407.08456,127.18739,-0.6113799,15.287163,-2.9116032,-17.930803,-14.705152,-14.566272,-5.775767,-8.135047,-5.0216403,-12.181962,-11.385903,0.08818696120689655,0.01963115,1255.5809611352595,1385.31527999751,2297.9525862068967,dictation
-238.41635,114.44049,-22.174679,17.432901,-6.6886883,-16.598589,-16.230148,-18.519428,-8.5391865,-8.579692,-6.190262,-8.124178,-6.3782105,0.1029121594551282,0.07498282,1412.0167468306836,1351.3737732556194,2645.0721153846152,dictation
-187.24672,111.47379,-32.956635,23.713634,-24.744244,-11.30631,-27.376001,-6.5052004,-15.705093,-8.205782,-1.9856112,-10.456394,-6.3741794,0.0883340956289557,0.11189299,1376.7886603805675,1371.298332750341,2666.9798259493673,dictation
-241.38939,151.75613,-33.215233,-8.406512,-23.570177,-17.452503,-24.807667,-7.6820045,-11.654876,-10.372341,-3.2969627,-10.600885,-7.126829,0.09269519938465251,0.088399954,1150.6385954886416,1078.864021127821,2040.1333252895754,dictation
-237.78603,115.806206,-31.560537,14.960105,-8.852636,-4.893784,-18.53698,-14.316136,-9.401414,-4.1194496,-10.966041,-14.738263,-1.5135337,0.1059479409075798,0.07207646,1476.0083008287177,1332.719324519107,2634.4331781914893,dictation
